run_id,model,surface,real_split,layer,normalized_depth,real_template_accuracy,nonce_heldout_accuracy,real_to_nonce_accuracy,nonce_to_real_accuracy,transfer_mean_accuracy,centroid_nearest_accuracy,centroid_alignment_margin,overlap_template_eta2,overlap_source_eta2,source_eta2_on_pc1,token_count_r2_on_pc1,balanced_layer_score
REP01_E07,Fanar-1-9B,base,item,9,0.21428571428571427,0.8076923076923077,0.9,0.61,0.88,0.745,1.0,0.3394225239753723,0.08844082097036451,0.06735174342006557,0.6963288346324459,0.2861692576378337,1.9455284661458485
REP01_E07,Fanar-1-9B,base,item,10,0.23809523809523808,0.8076923076923077,0.85,0.61,0.9,0.755,1.0,0.34775274991989136,0.09107185262187271,0.06460511916000047,0.6947011651056815,0.34409836924850007,1.952123038447766
REP01_E07,Fanar-1-9B,base,item,11,0.2619047619047619,0.7692307692307693,0.8,0.58,0.84,0.71,1.0,0.3297809362411499,0.08905925442897661,0.06658504719888597,0.688631780972358,0.3961542605907708,1.8741573238945712
REP01_E07,Fanar-1-9B,base,item,12,0.2857142857142857,0.7692307692307693,0.8,0.59,0.92,0.755,1.0,0.33831143379211426,0.0948342384901885,0.06981830233980443,0.7399583359574796,0.3927082662100624,1.925316064899794
REP01_E07,Fanar-1-9B,base,item,13,0.30952380952380953,0.7692307692307693,0.6,0.57,0.94,0.7549999999999999,1.0,0.33363938331604004,0.09904668878655849,0.07058965193693753,0.7620766782861094,0.36577615036566824,1.9266056937876854
REP01_E07,Fanar-1-9B,base,item,14,0.3333333333333333,0.7307692307692307,0.55,0.53,0.88,0.7050000000000001,0.9,0.30171650648117065,0.09452866624341605,0.07469507518591428,0.7121835115505739,0.37260751738805725,1.738869551948242
REP01_E07,Fanar-1-9B,base,item,15,0.35714285714285715,0.7692307692307693,0.6,0.52,0.84,0.6799999999999999,0.7,0.2553943395614624,0.08918012178228438,0.07589235716547418,0.5731007954570463,0.38667894593751556,1.4628322459116092
REP01_E07,Fanar-1-9B,base,item,16,0.38095238095238093,0.7692307692307693,0.55,0.47,0.74,0.605,0.7,0.2489645779132843,0.08697261982699142,0.07798416776699757,0.7549447469491571,0.36359294939732506,1.3850821727969553
REP01_E07,Fanar-1-9B,base,item,17,0.40476190476190477,0.7692307692307693,0.6,0.46,0.78,0.62,0.7,0.24096712470054626,0.0820500237217301,0.07676533715964022,0.7285039009445197,0.324263309597757,1.4031359601414666
REP01_E07,Fanar-1-9B,base,item,18,0.42857142857142855,0.8076923076923077,0.55,0.44,0.76,0.6,0.7,0.250064879655838,0.0807825920547916,0.07788752710352956,0.6569729878539137,0.26983250561601485,1.4047192261483046
REP01_E07,Fanar-1-9B,base,item,19,0.4523809523809524,0.7307692307692307,0.45,0.46,0.72,0.59,0.7,0.2521018385887146,0.08235828149074569,0.07877499859895534,0.6700138422174261,0.3209013864501865,1.3831014933772126
REP01_E07,Fanar-1-9B,base,item,20,0.47619047619047616,0.7692307692307693,0.55,0.45,0.74,0.595,0.7,0.25460579991340637,0.08137726426358508,0.0789389390860016,0.5676818229447276,0.2851891157686704,1.3993695818852372
REP01_E07,Fanar-1-9B,base,item,21,0.5,0.8076923076923077,0.5,0.45,0.74,0.595,0.7,0.2502816617488861,0.08083813310867595,0.08108253497454669,0.5470205271541734,0.2301358945481292,1.406665153137307
REP01_E07,Fanar-1-9B,base,item,22,0.5238095238095238,0.7307692307692307,0.45,0.44,0.82,0.63,0.6,0.24257001280784607,0.08213196840525476,0.09242359268238659,0.5757856736983986,0.21267015986499244,1.3269788801592113
REP01_E07,Fanar-1-9B,base,item,23,0.5476190476190477,0.7307692307692307,0.5,0.43,0.8,0.615,0.6,0.2541238069534302,0.09056087372366241,0.09310096496891178,0.6306966606714777,0.19964736267377872,1.3261110013160735
REP01_E07,Fanar-1-9B,base,item,24,0.5714285714285714,0.7307692307692307,0.5,0.44,0.76,0.6,0.6,0.26723426580429077,0.09991012683485294,0.0955001550737765,0.570174452486257,0.12197524834228625,1.3412402986449428
REP01_E07,Fanar-1-9B,base,item,25,0.5952380952380952,0.7692307692307693,0.55,0.46,0.84,0.65,0.7,0.2998563349246979,0.1065674986279996,0.09890769628033827,0.5709297761071335,0.10807697486336171,1.523929394928519
REP01_E07,Fanar-1-9B,base,item,26,0.6190476190476191,0.7692307692307693,0.6,0.5,0.86,0.6799999999999999,0.7,0.293379545211792,0.10800246507793576,0.10578113027990196,0.5550194442881257,0.10162846097163813,1.5421912996889804
REP01_E07,Fanar-1-9B,base,item,27,0.6428571428571429,0.7692307692307693,0.75,0.5,0.84,0.6699999999999999,0.6,0.2961796820163727,0.11048288579426138,0.10689967334048937,0.6420769958932153,0.1612151791503155,1.4189762138883044
REP01_E07,Fanar-1-9B,base,item,28,0.6666666666666666,0.7692307692307693,0.95,0.58,0.94,0.76,0.8,0.34190720319747925,0.11682171478930875,0.10191096785616857,0.590633751850248,0.0998809396142075,1.775026000437759
REP01_E07,Fanar-1-9B,base,item,29,0.6904761904761905,0.8076923076923077,0.9,0.63,0.92,0.775,0.8,0.33799800276756287,0.11294106241535559,0.10042884227123741,0.5492135134290826,0.08648329415528345,1.7909483369575048
REP01_E07,Fanar-1-9B,base,item,30,0.7142857142857143,0.8076923076923077,0.95,0.67,0.86,0.765,0.7,0.3291313946247101,0.10944355311235897,0.09432859747382608,0.6452380961632013,0.15590515025523397,1.6608265095870753
REP01_E07,Fanar-1-9B,base,item,31,0.7380952380952381,0.8076923076923077,0.95,0.7,0.8,0.75,0.7,0.32206830382347107,0.10558516581342318,0.09072435911269994,0.6130046011846548,0.1261902805318719,1.649796374577803
REP01_E07,Fanar-1-9B,base,item,32,0.7619047619047619,0.7692307692307693,0.9,0.66,0.78,0.72,0.6,0.3131778836250305,0.10165675363889401,0.08589478344579334,0.5582151384599856,0.09398557979786461,1.5237867052297709
REP01_E07,Fanar-1-9B,base,item,33,0.7857142857142857,0.7692307692307693,0.9,0.64,0.8,0.72,0.6,0.3258515000343323,0.1040972028025769,0.08254983280921652,0.4950187937637088,0.06030302250327515,1.548225911599297
