run_id,model,surface,real_split,layer,normalized_depth,overlap_template_eta2,overlap_source_eta2,real_template_eta2,real_root_eta2,real_family_eta2,real_affix_eta2
REP01_E06b,Qwen3-8B,full,family,16,0.4444444444444444,0.03006885072984379,0.03330811127622893,0.07865820752997311,0.20464182764124056,0.331422830995791,0.08273862507867559
REP01_E06b,Qwen3-8B,full,family,17,0.4722222222222222,0.0300363181972314,0.03334065108127128,0.07865601411220444,0.20458294836993712,0.33131219561051944,0.08269925957251059
REP01_E06b,Qwen3-8B,full,family,18,0.5,0.030000667967213717,0.03334229078684616,0.07862404114819001,0.20456762813787985,0.3312941477337378,0.08268009200410974
REP01_E06b,Qwen3-8B,full,family,19,0.5277777777777778,0.029950540867874426,0.03339805141991696,0.07859412240087756,0.20462705649696808,0.33133633840336957,0.082678157157078
REP01_E06b,Qwen3-8B,full,family,20,0.5555555555555556,0.02991367102453069,0.033557322695690436,0.0785863656534477,0.2046750503205764,0.33137644410901335,0.0826647448301735
REP01_E06b,Qwen3-8B,full,family,21,0.5833333333333334,0.02993333458490205,0.033483906372558124,0.07856545615539483,0.20467545665184955,0.331364373185708,0.08266853452642851
REP01_E06b,Qwen3-8B,full,family,22,0.6111111111111112,0.02996837989122614,0.033479713609341405,0.0785695838117593,0.20468890949819066,0.3313179507252519,0.08266747562506485
REP01_E06b,Qwen3-8B,full,family,23,0.6388888888888888,0.030038160191691064,0.03342421846928454,0.0786747550989457,0.20490251689711594,0.33153587196567763,0.08255373532625207
REP01_E06b,Qwen3-8B,full,family,24,0.6666666666666666,0.030082283646716095,0.033441310967026475,0.07871832899322062,0.2051049519102016,0.33169388114926485,0.0824391282317647
REP01_E06b,Qwen3-8B,full,family,25,0.6944444444444444,0.03023035621386986,0.033235448854463216,0.0788100413670351,0.20544809705114092,0.33200868888692087,0.08230075918846767
REP01_E06b,Qwen3-8B,full,family,26,0.7222222222222222,0.030505307636825067,0.03286691001220478,0.07897249455723813,0.20580724429884156,0.3323011947081119,0.08233059240038172
REP01_E06b,Qwen3-8B,full,family,27,0.75,0.03078272129009488,0.032402954712934175,0.07898602330372756,0.2058748043502506,0.33236818835367,0.08251362185221749
REP01_E06b,Qwen3-8B,full,family,28,0.7777777777777778,0.030844695541675314,0.03223744483052669,0.07899161010366086,0.20614112521420278,0.33247185715898825,0.08258255845183603
REP01_E06b,Qwen3-8B,full,family,29,0.8055555555555556,0.030993468219145025,0.031873106060275845,0.0793310518897715,0.20674624780315992,0.3330390131010801,0.08229531669608252
REP01_E06b,Qwen3-8B,full,family,30,0.8333333333333334,0.031036066746949618,0.031570530060865604,0.07915539720468591,0.20678730425053388,0.3330550436432952,0.0824523067282442
REP01_E06b,Qwen3-8B,full,family,31,0.8611111111111112,0.031169855595056258,0.031308481171319846,0.07936290975238415,0.20765295050655858,0.3338542653794896,0.08294911709486504
REP01_E06b,Qwen3-8B,full,family,32,0.8888888888888888,0.03111419334024594,0.032068708340484,0.0796825433065993,0.20870510682710208,0.3347208205425916,0.08206579099267824
REP01_E06b,Qwen3-8B,full,family,33,0.9166666666666666,0.030962980139541085,0.03225778828541026,0.07953116521554429,0.20917931960027075,0.3346679559829607,0.08295878860055453
REP01_E06b,Qwen3-8B,full,family,34,0.9444444444444444,0.030832487377280872,0.03353298526140017,0.08002993733652561,0.21095404272714255,0.33630406366305277,0.08199163680349517
REP01_E06b,Qwen3-8B,full,family,35,0.9722222222222222,0.03082015965792231,0.04150915567666481,0.0819496651666693,0.2235850086947011,0.3486430922283597,0.07688919794077234
REP01_E06b,Qwen3-8B,full,family,36,1.0,0.07370768587034848,0.06988641741507656,0.1228049247332185,0.37765742654527457,0.4782039117597738,0.058990783790456094
