run_id,model,surface,real_split,layer,normalized_depth,n_families,within_family_base_affix_cos,same_template_other_family_cos,different_template_cos,family_margin_vs_same_template,family_margin_vs_different_template,template_margin_inside_affix
REP01_E08b,ALLaM-7B,full,family,11,0.34375,128,0.46609819339493574,0.08761710797099909,-0.05469415057450533,0.37848108542393666,0.5207923439694411,0.14231125854550442
REP01_E08b,ALLaM-7B,full,family,12,0.375,128,0.4660979105254351,0.08761303146538069,-0.05469663278199732,0.3784848790600544,0.5207945433074324,0.142309664247378
REP01_E08b,ALLaM-7B,full,family,13,0.40625,128,0.4660958829572645,0.08760953629581536,-0.05469906120561063,0.37848634666144915,0.5207949441628752,0.142308597501426
REP01_E08b,ALLaM-7B,full,family,14,0.4375,128,0.46609374577716245,0.08760666607605572,-0.05470088729634881,0.37848707970110673,0.5207946330735113,0.14230755337240453
REP01_E08b,ALLaM-7B,full,family,15,0.46875,128,0.4660901023169695,0.08760338372019305,-0.05470297345891595,0.37848671859677646,0.5207930757758854,0.142306357179109
REP01_E08b,ALLaM-7B,full,family,16,0.5,128,0.46608712334754104,0.08760052218309511,-0.05470529943704605,0.37848660116444593,0.520792422784587,0.14230582162014116
REP01_E08b,ALLaM-7B,full,family,17,0.53125,128,0.4660837988732225,0.08759758399293105,-0.05470828106626868,0.37848621488029144,0.5207920799394912,0.14230586505919973
REP01_E08b,ALLaM-7B,full,family,18,0.5625,128,0.46607898908146356,0.08759346491484621,-0.054712131852284074,0.37848552416661735,0.5207911209337477,0.14230559676713028
REP01_E08b,ALLaM-7B,full,family,19,0.59375,128,0.46607596136755863,0.0875909593629558,-0.054714799858629704,0.37848500200460283,0.5207907612261884,0.1423057592215855
REP01_E08b,ALLaM-7B,full,family,20,0.625,128,0.4660748185242637,0.08758928534609822,-0.054717585211619735,0.37848553317816547,0.5207924037358834,0.14230687055771796
REP01_E08b,ALLaM-7B,full,family,21,0.65625,128,0.46607340518700874,0.08758753037221823,-0.05472050607204437,0.3784858748147905,0.5207939112590532,0.1423080364442626
REP01_E08b,ALLaM-7B,full,family,22,0.6875,128,0.4660722050121275,0.0875865704567218,-0.054723019478842616,0.3784856345554057,0.5207952244909702,0.14230958993556442
REP01_E08b,ALLaM-7B,full,family,23,0.71875,128,0.46607254723371083,0.08758151218512467,-0.054729378782212734,0.37849103504858617,0.5208019260159236,0.1423108909673374
REP01_E08b,ALLaM-7B,full,family,24,0.75,128,0.4660744222544007,0.08757518580466694,-0.05473804078064859,0.37849923644973377,0.5208124630350492,0.14231322658531553
REP01_E08b,ALLaM-7B,full,family,25,0.78125,128,0.46608041479425916,0.08754799711937267,-0.05475592985749245,0.3785324176748865,0.5208363446517517,0.1423039269768651
REP01_E08b,ALLaM-7B,full,family,26,0.8125,128,0.46608740697472784,0.08751995430770876,-0.054781444603577256,0.3785674526670191,0.5208688515783051,0.14230139891128601
REP01_E08b,ALLaM-7B,full,family,27,0.84375,128,0.46607850416231966,0.08748741393901582,-0.054812641348689795,0.37859109022330384,0.5208911455110095,0.14230005528770562
REP01_E08b,ALLaM-7B,full,family,28,0.875,128,0.46606460213661194,0.08742562436964363,-0.0548580635804683,0.3786389777669683,0.5209226657170802,0.14228368795011193
REP01_E08b,ALLaM-7B,full,family,29,0.90625,128,0.46600794842687704,0.08726519676702083,-0.054947132244706154,0.3787427516598562,0.5209550806715832,0.14221232901172698
REP01_E08b,ALLaM-7B,full,family,30,0.9375,128,0.4659035238674131,0.08709147913032211,-0.0550672672688961,0.378812044737091,0.5209707911363093,0.14215874639921822
REP01_E08b,ALLaM-7B,full,family,31,0.96875,128,0.46512285228502953,0.08585735227461555,-0.05593661405146122,0.379265500010414,0.5210594663364907,0.14179396632607677
REP01_E08b,ALLaM-7B,full,family,32,1.0,128,0.45406848386372045,0.09760508970794035,-0.038949895224732245,0.3564633941557801,0.4930183790884527,0.1365549849326726
