run_id,model,surface,real_split,probe,probe_label,removed_pcs,peak_accuracy,peak_layer,mean_accuracy,early_accuracy,middle_accuracy,late_accuracy,accuracy_per_layer
REP01_E06b,Qwen3-8B,full,family,train_nonce_test_real_overlap,nonce -> real,2,0.86,7,0.7099099099099099,0.7066666666666666,0.69,0.7486666666666667,0.460000 0.580000 0.766667 0.720000 0.786667 0.726667 0.666667 0.860000 0.793333 0.726667 0.626667 0.566667 0.633333 0.753333 0.726667 0.706667 0.713333 0.666667 0.626667 0.600000 0.726667 0.680000 0.706667 0.700000 0.740000 0.746667 0.773333 0.766667 0.773333 0.766667 0.760000 0.800000 0.773333 0.746667 0.720000 0.766667 0.613333
REP01_E06b,Qwen3-8B,full,family,train_nonce_test_real_overlap,nonce -> real,5,0.74,6,0.5866666666666667,0.6340740740740741,0.585925925925926,0.5453333333333334,0.320000 0.473333 0.726667 0.726667 0.626667 0.693333 0.740000 0.706667 0.693333 0.713333 0.646667 0.573333 0.573333 0.613333 0.553333 0.546667 0.540000 0.500000 0.460000 0.493333 0.600000 0.586667 0.620000 0.593333 0.626667 0.666667 0.640000 0.626667 0.613333 0.606667 0.593333 0.513333 0.526667 0.473333 0.500000 0.500000 0.500000
REP01_E06b,Qwen3-8B,full,family,train_nonce_test_real_overlap,nonce -> real,10,0.5666666666666667,10,0.3908108108108108,0.4014814814814815,0.3781481481481481,0.404,0.180000 0.280000 0.426667 0.426667 0.413333 0.453333 0.446667 0.440000 0.546667 0.546667 0.566667 0.413333 0.360000 0.373333 0.353333 0.340000 0.366667 0.333333 0.320000 0.326667 0.313333 0.333333 0.380000 0.340000 0.400000 0.373333 0.366667 0.340000 0.366667 0.393333 0.420000 0.406667 0.393333 0.433333 0.426667 0.446667 0.413333
REP01_E07,Fanar-1-9B,base,item,real_templates_random,real templates,0,0.8846153846153846,5,0.7477638640429338,0.7346153846153844,0.770979020979021,0.7132867132867133,0.538462 0.500000 0.576923 0.730769 0.807692 0.884615 0.807692 0.846154 0.846154 0.807692 0.807692 0.769231 0.769231 0.769231 0.730769 0.769231 0.769231 0.769231 0.807692 0.730769 0.769231 0.807692 0.730769 0.730769 0.730769 0.769231 0.769231 0.769231 0.769231 0.807692 0.807692 0.807692 0.769231 0.769231 0.769231 0.769231 0.769231 0.730769 0.692308 0.692308 0.653846 0.615385 0.615385
REP01_E07,Fanar-1-9B,base,item,real_templates_random,real templates,1,0.8846153846153846,8,0.7710196779964221,0.7461538461538462,0.7972027972027974,0.7412587412587414,0.538462 0.500000 0.538462 0.807692 0.807692 0.846154 0.807692 0.846154 0.884615 0.884615 0.846154 0.807692 0.807692 0.807692 0.807692 0.807692 0.769231 0.807692 0.769231 0.769231 0.730769 0.769231 0.730769 0.807692 0.769231 0.807692 0.807692 0.807692 0.807692 0.807692 0.846154 0.846154 0.807692 0.807692 0.807692 0.807692 0.769231 0.730769 0.730769 0.730769 0.692308 0.653846 0.615385
REP01_E07,Fanar-1-9B,base,item,real_templates_random,real templates,2,0.8461538461538461,5,0.7164579606440072,0.723076923076923,0.743006993006993,0.6573426573426574,0.538462 0.500000 0.538462 0.807692 0.807692 0.846154 0.807692 0.807692 0.807692 0.769231 0.807692 0.769231 0.769231 0.730769 0.730769 0.730769 0.692308 0.730769 0.730769 0.692308 0.692308 0.692308 0.692308 0.692308 0.730769 0.769231 0.769231 0.769231 0.807692 0.846154 0.730769 0.769231 0.653846 0.692308 0.653846 0.653846 0.615385 0.653846 0.692308 0.653846 0.615385 0.692308 0.653846
REP01_E07,Fanar-1-9B,base,item,real_templates_random,real templates,5,0.7692307692307693,3,0.5992844364937389,0.5846153846153846,0.5804195804195804,0.6503496503496504,0.500000 0.461538 0.615385 0.769231 0.615385 0.730769 0.615385 0.615385 0.538462 0.384615 0.423077 0.307692 0.384615 0.576923 0.500000 0.500000 0.500000 0.538462 0.500000 0.615385 0.615385 0.576923 0.538462 0.653846 0.653846 0.653846 0.653846 0.576923 0.769231 0.769231 0.769231 0.692308 0.653846 0.653846 0.730769 0.653846 0.653846 0.730769 0.615385 0.615385 0.653846 0.615385 0.576923
REP01_E07,Fanar-1-9B,base,item,real_templates_random,real templates,10,0.6153846153846154,3,0.2942754919499106,0.2615384615384616,0.22202797202797206,0.46853146853146854,0.192308 0.307692 0.230769 0.615385 0.461538 0.384615 0.115385 0.115385 0.115385 0.076923 0.076923 0.115385 0.038462 0.000000 0.153846 0.115385 0.192308 0.153846 0.153846 0.192308 0.192308 0.192308 0.307692 0.346154 0.230769 0.269231 0.384615 0.346154 0.307692 0.230769 0.461538 0.423077 0.423077 0.461538 0.500000 0.461538 0.500000 0.538462 0.500000 0.461538 0.423077 0.423077 0.461538
REP01_E07,Fanar-1-9B,base,item,nonce_templates_heldout_roots,nonce held-out roots,0,1.0,3,0.7476744186046511,0.875,0.6590909090909091,0.809090909090909,0.450000 0.600000 0.950000 1.000000 1.000000 1.000000 0.950000 0.950000 0.950000 0.900000 0.850000 0.800000 0.800000 0.600000 0.550000 0.600000 0.550000 0.600000 0.550000 0.450000 0.550000 0.500000 0.450000 0.500000 0.500000 0.550000 0.600000 0.750000 0.950000 0.900000 0.950000 0.950000 0.900000 0.900000 0.800000 0.850000 0.850000 0.850000 0.800000 0.800000 0.750000 0.700000 0.700000
REP01_E07,Fanar-1-9B,base,item,nonce_templates_heldout_roots,nonce held-out roots,1,1.0,3,0.7313953488372092,0.8550000000000001,0.6409090909090908,0.7999999999999999,0.450000 0.500000 0.900000 1.000000 1.000000 1.000000 0.950000 0.950000 0.900000 0.900000 0.800000 0.800000 0.700000 0.600000 0.600000 0.550000 0.500000 0.600000 0.500000 0.450000 0.550000 0.500000 0.450000 0.450000 0.450000 0.500000 0.600000 0.750000 0.950000 0.900000 0.950000 0.950000 0.850000 0.850000 0.850000 0.850000 0.800000 0.800000 0.800000 0.800000 0.750000 0.750000 0.700000
